T: 1.41, temp: 25.7979, pressure: 1003.71
T: 1228.79, temp: 17.6053, pressure: 1003.56
T: 1230.41, temp: 17.6053, pressure: 1003.55
T: 1231.48, temp: 17.6127, pressure: 1003.55
T: 1232.52, temp: 17.6104, pressure: 1003.57
T: 1233.74, temp: 17.6078, pressure: 1003.57
T: 1234.89, temp: 17.6078, pressure: 1003.55
T: 1236.42, temp: 17.6078, pressure: 1003.55
T: 1237.42, temp: 17.6053, pressure: 1003.54
T: 1238.42, temp: 17.6152, pressure: 1003.55
T: 1239.46, temp: 17.6104, pressure: 1003.51
T: 1240.48, temp: 17.6127, pressure: 1003.51
T: 1241.76, temp: 17.6127, pressure: 1003.47
T: 1242.79, temp: 17.6127, pressure: 1003.51
T: 1243.81, temp: 17.6178, pressure: 1003.5
T: 1245.41, temp: 17.6104, pressure: 1003.51
T: 1246.41, temp: 17.6127, pressure: 1003.52
T: 1247.45, temp: 17.6227, pressure: 1003.54
T: 1248.47, temp: 17.6152, pressure: 1003.53
T: 1249.48, temp: 17.6127, pressure: 1003.51
T: 1250.72, temp: 17.6152, pressure: 1003.55
T: 1251.78, temp: 17.6252, pressure: 1003.54
T: 1252.81, temp: 17.6127, pressure: 1003.51
T: 1254.03, temp: 17.6178, pressure: 1003.53
T: 1255.49, temp: 17.6104, pressure: 1003.53
T: 1256.74, temp: 17.6152, pressure: 1003.54
T: 1257.75, temp: 17.6201, pressure: 1003.57
T: 1258.79, temp: 17.6178, pressure: 1003.55
T: 1259.92, temp: 17.6178, pressure: 1003.54
T: 1261.42, temp: 17.6104, pressure: 1003.54
T: 1262.45, temp: 17.6152, pressure: 1003.56
T: 1263.47, temp: 17.6152, pressure: 1003.56
T: 1264.48, temp: 17.6201, pressure: 1003.54
T: 1265.72, temp: 17.6201, pressure: 1003.54
T: 1266.72, temp: 17.6227, pressure: 1003.56
T: 1267.77, temp: 17.6227, pressure: 1003.52
T: 1268.79, temp: 17.6252, pressure: 1003.51
T: 1269.89, temp: 17.6227, pressure: 1003.52
T: 1271.41, temp: 17.6201, pressure: 1003.52
T: 1272.48, temp: 17.6227, pressure: 1003.53
T: 1273.48, temp: 17.6252, pressure: 1003.54
T: 1274.48, temp: 17.6252, pressure: 1003.54
T: 1275.48, temp: 17.6252, pressure: 1003.56
T: 1276.48, temp: 17.6201, pressure: 1003.57
T: 1277.48, temp: 17.6252, pressure: 1003.58
T: 1278.73, temp: 17.6275, pressure: 1003.58
T: 1280.42, temp: 17.6301, pressure: 1003.55
T: 1281.48, temp: 17.6275, pressure: 1003.56
T: 1282.51, temp: 17.6275, pressure: 1003.56
T: 1283.73, temp: 17.6275, pressure: 1003.55
T: 1284.93, temp: 17.6252, pressure: 1003.54
T: 1286.41, temp: 17.6201, pressure: 1003.52
T: 1287.47, temp: 17.6301, pressure: 1003.55
T: 1288.48, temp: 17.6252, pressure: 1003.56
T: 1289.53, temp: 17.6326, pressure: 1003.55
T: 1290.72, temp: 17.6326, pressure: 1003.51
T: 1291.77, temp: 17.6252, pressure: 1003.52
T: 1292.79, temp: 17.6326, pressure: 1003.49
T: 1294.06, temp: 17.6326, pressure: 1003.51
T: 1295.42, temp: 17.6275, pressure: 1003.48
T: 1296.48, temp: 17.6326, pressure: 1003.5
T: 1297.51, temp: 17.6326, pressure: 1003.51
T: 1298.73, temp: 17.6326, pressure: 1003.51
T: 1299.9, temp: 17.6326, pressure: 1003.5
T: 1301.42, temp: 17.6326, pressure: 1003.54
T: 1302.42, temp: 17.6326, pressure: 1003.53
T: 1303.42, temp: 17.6375, pressure: 1003.56
T: 1304.47, temp: 17.6375, pressure: 1003.55
T: 1305.48, temp: 17.6375, pressure: 1003.56
T: 1306.48, temp: 17.6301, pressure: 1003.54
T: 1307.72, temp: 17.64, pressure: 1003.52
T: 1308.72, temp: 17.64, pressure: 1003.58
T: 1310.41, temp: 17.6326, pressure: 1003.52
T: 1311.47, temp: 17.635, pressure: 1003.54
T: 1312.5, temp: 17.6375, pressure: 1003.52
T: 1313.72, temp: 17.64, pressure: 1003.52
T: 1314.94, temp: 17.64, pressure: 1003.51
T: 1316.42, temp: 17.6375, pressure: 1003.55
T: 1317.48, temp: 17.6449, pressure: 1003.51
T: 1318.48, temp: 17.635, pressure: 1003.56
T: 1319.54, temp: 17.64, pressure: 1003.54
T: 1320.73, temp: 17.6424, pressure: 1003.49
T: 1321.77, temp: 17.64, pressure: 1003.5
T: 1322.8, temp: 17.64, pressure: 1003.49
T: 1323.8, temp: 17.6475, pressure: 1003.51
T: 1325.42, temp: 17.6424, pressure: 1003.44
T: 1326.48, temp: 17.6449, pressure: 1003.51
T: 1327.52, temp: 17.64, pressure: 1003.52
T: 1328.73, temp: 17.6475, pressure: 1003.54
T: 1330.47, temp: 17.6475, pressure: 1003.57
T: 1331.48, temp: 17.6475, pressure: 1003.52
T: 1332.77, temp: 17.6449, pressure: 1003.48
T: 1333.78, temp: 17.6449, pressure: 1003.51
T: 1334.89, temp: 17.6424, pressure: 1003.48
T: 1336.42, temp: 17.6475, pressure: 1003.51
T: 1337.45, temp: 17.6475, pressure: 1003.51
T: 1338.48, temp: 17.6449, pressure: 1003.5
T: 1339.8, temp: 17.6424, pressure: 1003.53
T: 1341.41, temp: 17.6498, pressure: 1003.55
T: 1342.43, temp: 17.6449, pressure: 1003.55
T: 1343.48, temp: 17.6498, pressure: 1003.52
T: 1344.48, temp: 17.6475, pressure: 1003.52
T: 1345.48, temp: 17.6498, pressure: 1003.52
T: 1346.48, temp: 17.6498, pressure: 1003.49
T: 1347.51, temp: 17.6523, pressure: 1003.51
T: 1348.73, temp: 17.6498, pressure: 1003.47
T: 1349.92, temp: 17.6498, pressure: 1003.52
T: 1351.41, temp: 17.6475, pressure: 1003.51
T: 1352.41, temp: 17.6523, pressure: 1003.53
T: 1353.48, temp: 17.6523, pressure: 1003.51
T: 1354.51, temp: 17.6572, pressure: 1003.52
T: 1355.72, temp: 17.6523, pressure: 1003.57
T: 1356.76, temp: 17.6572, pressure: 1003.5
T: 1357.78, temp: 17.6549, pressure: 1003.52
T: 1358.8, temp: 17.6549, pressure: 1003.52
T: 1360.42, temp: 17.6523, pressure: 1003.54
T: 1361.48, temp: 17.6572, pressure: 1003.52
T: 1362.51, temp: 17.6598, pressure: 1003.53
T: 1363.72, temp: 17.6623, pressure: 1003.54
T: 1364.92, temp: 17.6572, pressure: 1003.51
T: 1366.41, temp: 17.6572, pressure: 1003.52
T: 1367.41, temp: 17.6646, pressure: 1003.54
T: 1368.41, temp: 17.6623, pressure: 1003.58
T: 1369.48, temp: 17.6549, pressure: 1003.55
T: 1370.48, temp: 17.6623, pressure: 1003.53
T: 1371.75, temp: 17.6598, pressure: 1003.51
T: 1372.78, temp: 17.6598, pressure: 1003.55
T: 1373.78, temp: 17.6623, pressure: 1003.51
T: 1375.41, temp: 17.6598, pressure: 1003.55
T: 1376.41, temp: 17.6646, pressure: 1003.5
T: 1377.43, temp: 17.6695, pressure: 1003.52
T: 1378.48, temp: 17.6598, pressure: 1003.46
T: 1379.77, temp: 17.6623, pressure: 1003.49
T: 1380.79, temp: 17.6646, pressure: 1003.54
T: 1381.81, temp: 17.6695, pressure: 1003.57
T: 1382.84, temp: 17.6672, pressure: 1003.55
T: 1384.03, temp: 17.6695, pressure: 1003.53
T: 1385.2, temp: 17.6672, pressure: 1003.53
T: 1386.42, temp: 17.6721, pressure: 1003.55
T: 1387.42, temp: 17.6721, pressure: 1003.52
T: 1388.42, temp: 17.6721, pressure: 1003.49
T: 1389.46, temp: 17.6672, pressure: 1003.51
T: 1390.48, temp: 17.6695, pressure: 1003.48
T: 1391.48, temp: 17.6672, pressure: 1003.52
T: 1392.48, temp: 17.6721, pressure: 1003.52
T: 1393.71, temp: 17.6695, pressure: 1003.51
T: 1395.41, temp: 17.6695, pressure: 1003.52
T: 1396.41, temp: 17.6721, pressure: 1003.55
T: 1397.45, temp: 17.6746, pressure: 1003.5
T: 1398.48, temp: 17.6769, pressure: 1003.48
T: 1399.79, temp: 17.6769, pressure: 1003.52
T: 1401.42, temp: 17.6695, pressure: 1003.49
T: 1402.44, temp: 17.6769, pressure: 1003.48
T: 1403.47, temp: 17.682, pressure: 1003.53
T: 1404.48, temp: 17.6795, pressure: 1003.53
T: 1405.73, temp: 17.6769, pressure: 1003.46
T: 1406.79, temp: 17.6721, pressure: 1003.48
T: 1407.81, temp: 17.6769, pressure: 1003.5
T: 1409.03, temp: 17.682, pressure: 1003.51
T: 1410.48, temp: 17.682, pressure: 1003.53
T: 1411.48, temp: 17.682, pressure: 1003.5
T: 1412.48, temp: 17.6721, pressure: 1003.5
T: 1413.73, temp: 17.6795, pressure: 1003.52
T: 1414.88, temp: 17.6844, pressure: 1003.52
T: 1416.41, temp: 17.682, pressure: 1003.48
T: 1417.46, temp: 17.6869, pressure: 1003.51
T: 1418.47, temp: 17.6844, pressure: 1003.52
T: 1419.48, temp: 17.6844, pressure: 1003.55
T: 1420.72, temp: 17.6918, pressure: 1003.56
T: 1421.78, temp: 17.682, pressure: 1003.53
T: 1422.83, temp: 17.6869, pressure: 1003.53
T: 1424.03, temp: 17.682, pressure: 1003.54
T: 1425.21, temp: 17.6869, pressure: 1003.53
T: 1426.42, temp: 17.6918, pressure: 1003.53
T: 1427.48, temp: 17.6869, pressure: 1003.45
T: 1428.48, temp: 17.6918, pressure: 1003.51
T: 1429.54, temp: 17.6918, pressure: 1003.53
T: 1430.74, temp: 17.6895, pressure: 1003.5
T: 1431.75, temp: 17.6918, pressure: 1003.47
T: 1432.79, temp: 17.6918, pressure: 1003.5
T: 1433.79, temp: 17.6895, pressure: 1003.51
T: 1435.42, temp: 17.6895, pressure: 1003.56
T: 1436.42, temp: 17.6943, pressure: 1003.53
T: 1437.45, temp: 17.6895, pressure: 1003.52
T: 1438.48, temp: 17.6918, pressure: 1003.47
T: 1439.78, temp: 17.6918, pressure: 1003.49
T: 1440.8, temp: 17.6943, pressure: 1003.57
T: 1442.45, temp: 17.6943, pressure: 1003.54
T: 1443.47, temp: 17.6918, pressure: 1003.5
T: 1444.48, temp: 17.6869, pressure: 1003.5
T: 1445.72, temp: 17.6918, pressure: 1003.51
T: 1446.73, temp: 17.6918, pressure: 1003.5
T: 1447.76, temp: 17.6918, pressure: 1003.45
T: 1448.8, temp: 17.6969, pressure: 1003.51
T: 1450.46, temp: 17.6969, pressure: 1003.53
T: 1451.48, temp: 17.6918, pressure: 1003.53
T: 1452.48, temp: 17.7018, pressure: 1003.53
T: 1453.48, temp: 17.7092, pressure: 1003.52
T: 1454.48, temp: 17.6992, pressure: 1003.56
T: 1455.48, temp: 17.6992, pressure: 1003.52
T: 1456.73, temp: 17.7018, pressure: 1003.52
T: 1457.76, temp: 17.7018, pressure: 1003.5
T: 1458.79, temp: 17.6992, pressure: 1003.5
T: 1459.91, temp: 17.6943, pressure: 1003.53
T: 1461.41, temp: 17.6918, pressure: 1003.52
T: 1462.43, temp: 17.6943, pressure: 1003.51
T: 1463.48, temp: 17.6943, pressure: 1003.53
T: 1464.78, temp: 17.6992, pressure: 1003.48
T: 1465.79, temp: 17.7043, pressure: 1003.48
T: 1466.81, temp: 17.6992, pressure: 1003.55
T: 1467.82, temp: 17.7066, pressure: 1003.48
T: 1469.03, temp: 17.6992, pressure: 1003.47
T: 1470.21, temp: 17.6943, pressure: 1003.49
T: 1471.41, temp: 17.7018, pressure: 1003.47
T: 1472.42, temp: 17.7018, pressure: 1003.44
T: 1473.48, temp: 17.7018, pressure: 1003.47
T: 1474.52, temp: 17.7018, pressure: 1003.42
T: 1475.72, temp: 17.7066, pressure: 1003.44
T: 1476.77, temp: 17.7018, pressure: 1003.49
T: 1477.79, temp: 17.7018, pressure: 1003.45
T: 1479.07, temp: 17.7092, pressure: 1003.47
T: 1480.42, temp: 17.7066, pressure: 1003.48
T: 1481.42, temp: 17.7043, pressure: 1003.45
T: 1482.46, temp: 17.7066, pressure: 1003.47
T: 1483.47, temp: 17.7043, pressure: 1003.43
T: 1484.48, temp: 17.7092, pressure: 1003.46
T: 1485.72, temp: 17.7117, pressure: 1003.48
T: 1486.73, temp: 17.7117, pressure: 1003.47
T: 1487.77, temp: 17.7066, pressure: 1003.46
T: 1488.8, temp: 17.7092, pressure: 1003.49
T: 1489.9, temp: 17.7166, pressure: 1003.46
T: 1491.41, temp: 17.7141, pressure: 1003.47
T: 1492.42, temp: 17.7166, pressure: 1003.46
T: 1493.42, temp: 17.7117, pressure: 1003.49
T: 1494.47, temp: 17.7066, pressure: 1003.47
T: 1495.48, temp: 17.7166, pressure: 1003.44
T: 1496.48, temp: 17.7166, pressure: 1003.38
T: 1497.73, temp: 17.7117, pressure: 1003.46
T: 1498.79, temp: 17.7191, pressure: 1003.5
T: 1500.42, temp: 17.7141, pressure: 1003.48
T: 1501.47, temp: 17.7092, pressure: 1003.49
T: 1502.51, temp: 17.7141, pressure: 1003.5
T: 1503.73, temp: 17.7117, pressure: 1003.49
T: 1504.91, temp: 17.7117, pressure: 1003.51
T: 1506.41, temp: 17.7066, pressure: 1003.54
T: 1507.42, temp: 17.7166, pressure: 1003.54
T: 1508.42, temp: 17.7141, pressure: 1003.53
T: 1509.47, temp: 17.7166, pressure: 1003.52
T: 1510.48, temp: 17.7191, pressure: 1003.5
T: 1511.77, temp: 17.7191, pressure: 1003.46
T: 1512.8, temp: 17.7166, pressure: 1003.5
T: 1514.08, temp: 17.7215, pressure: 1003.51
T: 1515.42, temp: 17.7166, pressure: 1003.48
T: 1516.48, temp: 17.724, pressure: 1003.48
T: 1517.52, temp: 17.7191, pressure: 1003.48
T: 1518.73, temp: 17.7166, pressure: 1003.46
T: 1519.9, temp: 17.7141, pressure: 1003.5
T: 1521.41, temp: 17.7141, pressure: 1003.5
T: 1522.47, temp: 17.7166, pressure: 1003.52
T: 1523.48, temp: 17.7215, pressure: 1003.5
T: 1524.54, temp: 17.7166, pressure: 1003.51
T: 1525.72, temp: 17.7191, pressure: 1003.51
T: 1526.75, temp: 17.724, pressure: 1003.49
T: 1527.8, temp: 17.724, pressure: 1003.51
T: 1528.81, temp: 17.724, pressure: 1003.49
T: 1530.42, temp: 17.7215, pressure: 1003.49
T: 1531.48, temp: 17.7264, pressure: 1003.48
T: 1532.52, temp: 17.7191, pressure: 1003.49
T: 1533.73, temp: 17.7264, pressure: 1003.5
T: 1535.48, temp: 17.7215, pressure: 1003.5
T: 1536.72, temp: 17.724, pressure: 1003.46
T: 1537.76, temp: 17.7215, pressure: 1003.47
T: 1538.8, temp: 17.7264, pressure: 1003.53
T: 1539.9, temp: 17.724, pressure: 1003.49
T: 1541.41, temp: 17.7264, pressure: 1003.53
T: 1542.46, temp: 17.7264, pressure: 1003.5
T: 1543.48, temp: 17.7264, pressure: 1003.49
T: 1544.48, temp: 17.7289, pressure: 1003.45
T: 1545.48, temp: 17.7264, pressure: 1003.51
T: 1546.72, temp: 17.7314, pressure: 1003.49
T: 1547.76, temp: 17.7314, pressure: 1003.52
T: 1548.8, temp: 17.724, pressure: 1003.49
T: 1549.92, temp: 17.7264, pressure: 1003.52
T: 1551.42, temp: 17.7289, pressure: 1003.51
T: 1552.42, temp: 17.7314, pressure: 1003.5
T: 1553.42, temp: 17.7314, pressure: 1003.52
T: 1554.48, temp: 17.7264, pressure: 1003.54
T: 1555.48, temp: 17.7338, pressure: 1003.52
T: 1556.48, temp: 17.7314, pressure: 1003.49
T: 1557.72, temp: 17.7289, pressure: 1003.52
T: 1558.73, temp: 17.7363, pressure: 1003.49
T: 1560.42, temp: 17.7314, pressure: 1003.5
T: 1561.48, temp: 17.7289, pressure: 1003.49
T: 1562.51, temp: 17.7314, pressure: 1003.52
T: 1563.73, temp: 17.7338, pressure: 1003.51
T: 1564.94, temp: 17.7363, pressure: 1003.45
T: 1566.42, temp: 17.7314, pressure: 1003.48
T: 1567.47, temp: 17.7314, pressure: 1003.5
T: 1568.49, temp: 17.7289, pressure: 1003.5
T: 1569.51, temp: 17.7314, pressure: 1003.49
T: 1570.72, temp: 17.7363, pressure: 1003.45
T: 1571.77, temp: 17.7314, pressure: 1003.48
T: 1572.79, temp: 17.7314, pressure: 1003.48
T: 1573.79, temp: 17.7314, pressure: 1003.49
T: 1575.42, temp: 17.7314, pressure: 1003.45
T: 1576.47, temp: 17.7338, pressure: 1003.45
T: 1577.51, temp: 17.7338, pressure: 1003.43
T: 1578.72, temp: 17.7338, pressure: 1003.43
T: 1579.9, temp: 17.7314, pressure: 1003.5
T: 1581.4, temp: 17.7363, pressure: 1003.51
T: 1582.42, temp: 17.7363, pressure: 1003.49
T: 1583.42, temp: 17.7338, pressure: 1003.5
T: 1584.47, temp: 17.7338, pressure: 1003.43
T: 1585.48, temp: 17.7363, pressure: 1003.5
T: 1586.49, temp: 17.7389, pressure: 1003.47
T: 1587.73, temp: 17.7389, pressure: 1003.48
T: 1588.78, temp: 17.7389, pressure: 1003.48
T: 1590.41, temp: 17.7338, pressure: 1003.5
T: 1591.41, temp: 17.7412, pressure: 1003.48
T: 1592.44, temp: 17.7389, pressure: 1003.5
T: 1593.48, temp: 17.7389, pressure: 1003.5
T: 1594.8, temp: 17.7338, pressure: 1003.48
T: 1596.42, temp: 17.7389, pressure: 1003.5
T: 1597.46, temp: 17.7437, pressure: 1003.49
T: 1598.47, temp: 17.7412, pressure: 1003.51
T: 1599.77, temp: 17.7363, pressure: 1003.46
T: 1600.79, temp: 17.7389, pressure: 1003.5
T: 1601.79, temp: 17.7363, pressure: 1003.49
T: 1602.82, temp: 17.7412, pressure: 1003.47
T: 1603.83, temp: 17.7412, pressure: 1003.49
T: 1605.42, temp: 17.7389, pressure: 1003.48
T: 1606.42, temp: 17.7389, pressure: 1003.52
T: 1607.46, temp: 17.7363, pressure: 1003.5
T: 1608.48, temp: 17.7412, pressure: 1003.48
T: 1609.76, temp: 17.7412, pressure: 1003.48
T: 1610.78, temp: 17.7463, pressure: 1003.51
T: 1612.44, temp: 17.7463, pressure: 1003.47
T: 1613.48, temp: 17.7437, pressure: 1003.47
T: 1614.48, temp: 17.7437, pressure: 1003.49
T: 1615.72, temp: 17.7389, pressure: 1003.47
T: 1616.74, temp: 17.7437, pressure: 1003.42
T: 1617.76, temp: 17.7437, pressure: 1003.42
T: 1618.79, temp: 17.7463, pressure: 1003.43
T: 1619.92, temp: 17.7437, pressure: 1003.48
T: 1621.41, temp: 17.7412, pressure: 1003.45
T: 1622.42, temp: 17.7437, pressure: 1003.47
T: 1623.47, temp: 17.7463, pressure: 1003.48
T: 1624.5, temp: 17.7486, pressure: 1003.43
T: 1625.71, temp: 17.7363, pressure: 1003.48
T: 1626.75, temp: 17.7486, pressure: 1003.38
T: 1627.8, temp: 17.7412, pressure: 1003.49
T: 1629.09, temp: 17.7412, pressure: 1003.48
T: 1630.42, temp: 17.7437, pressure: 1003.44
T: 1631.47, temp: 17.7412, pressure: 1003.49
T: 1632.52, temp: 17.7463, pressure: 1003.48
T: 1633.72, temp: 17.7463, pressure: 1003.45
T: 1634.89, temp: 17.7486, pressure: 1003.47
T: 1636.42, temp: 17.7437, pressure: 1003.48
T: 1637.48, temp: 17.7537, pressure: 1003.46
T: 1638.48, temp: 17.7463, pressure: 1003.48
T: 1639.53, temp: 17.7463, pressure: 1003.41
T: 1640.73, temp: 17.7463, pressure: 1003.36
T: 1641.76, temp: 17.7486, pressure: 1003.41
T: 1642.79, temp: 17.7412, pressure: 1003.45
T: 1643.8, temp: 17.7412, pressure: 1003.41
T: 1644.84, temp: 17.7412, pressure: 1003.48
T: 1646.42, temp: 17.7412, pressure: 1003.45
T: 1647.48, temp: 17.7463, pressure: 1003.47
T: 1648.48, temp: 17.7463, pressure: 1003.47
T: 1649.55, temp: 17.7512, pressure: 1003.47
T: 1650.74, temp: 17.7512, pressure: 1003.46
T: 1651.75, temp: 17.7512, pressure: 1003.46
T: 1652.8, temp: 17.7512, pressure: 1003.48
T: 1654.09, temp: 17.7463, pressure: 1003.48
T: 1655.42, temp: 17.7512, pressure: 1003.46
T: 1656.42, temp: 17.7512, pressure: 1003.46
T: 1657.44, temp: 17.7512, pressure: 1003.45
T: 1658.48, temp: 17.7561, pressure: 1003.48
T: 1659.48, temp: 17.7512, pressure: 1003.45
T: 1660.48, temp: 17.7512, pressure: 1003.46
T: 1661.72, temp: 17.7512, pressure: 1003.43
T: 1662.76, temp: 17.7611, pressure: 1003.45
T: 1663.79, temp: 17.7537, pressure: 1003.47
T: 1664.9, temp: 17.7537, pressure: 1003.45
T: 1666.42, temp: 17.7611, pressure: 1003.45
T: 1667.42, temp: 17.7512, pressure: 1003.47
T: 1668.42, temp: 17.7437, pressure: 1003.43
T: 1669.46, temp: 17.7537, pressure: 1003.48
T: 1670.48, temp: 17.7586, pressure: 1003.47
T: 1671.78, temp: 17.7512, pressure: 1003.44
T: 1672.79, temp: 17.7586, pressure: 1003.42
T: 1673.8, temp: 17.7561, pressure: 1003.44
T: 1675.42, temp: 17.7586, pressure: 1003.44
T: 1676.42, temp: 17.7537, pressure: 1003.45
T: 1677.44, temp: 17.7611, pressure: 1003.44
T: 1678.48, temp: 17.7512, pressure: 1003.45
T: 1679.48, temp: 17.7586, pressure: 1003.44
T: 1680.48, temp: 17.7561, pressure: 1003.45
T: 1681.73, temp: 17.7611, pressure: 1003.45
T: 1682.75, temp: 17.7586, pressure: 1003.48
T: 1683.8, temp: 17.7537, pressure: 1003.43
T: 1684.91, temp: 17.7635, pressure: 1003.47
T: 1686.42, temp: 17.7611, pressure: 1003.41
T: 1687.48, temp: 17.7561, pressure: 1003.45
T: 1688.49, temp: 17.7561, pressure: 1003.46
T: 1689.54, temp: 17.7611, pressure: 1003.46
T: 1690.74, temp: 17.7611, pressure: 1003.43
T: 1691.76, temp: 17.766, pressure: 1003.47
T: 1692.79, temp: 17.7734, pressure: 1003.42
T: 1693.8, temp: 17.7611, pressure: 1003.47
T: 1694.85, temp: 17.7586, pressure: 1003.43
T: 1696.41, temp: 17.7586, pressure: 1003.45
T: 1697.41, temp: 17.7635, pressure: 1003.47
T: 1698.42, temp: 17.7561, pressure: 1003.46
T: 1699.46, temp: 17.7611, pressure: 1003.44
T: 1700.49, temp: 17.766, pressure: 1003.47
T: 1701.78, temp: 17.7635, pressure: 1003.45
T: 1702.79, temp: 17.766, pressure: 1003.45
T: 1703.79, temp: 17.766, pressure: 1003.45
T: 1705.42, temp: 17.7635, pressure: 1003.45
T: 1706.42, temp: 17.7561, pressure: 1003.48
T: 1707.46, temp: 17.7635, pressure: 1003.47
T: 1708.48, temp: 17.766, pressure: 1003.48
T: 1709.78, temp: 17.7635, pressure: 1003.51
T: 1710.79, temp: 17.7635, pressure: 1003.43
T: 1712.45, temp: 17.7586, pressure: 1003.49
T: 1713.48, temp: 17.766, pressure: 1003.5
T: 1714.78, temp: 17.766, pressure: 1003.49
T: 1715.8, temp: 17.7611, pressure: 1003.47
T: 1716.8, temp: 17.7686, pressure: 1003.43
T: 1717.81, temp: 17.7611, pressure: 1003.46
T: 1719.03, temp: 17.766, pressure: 1003.48
T: 1720.23, temp: 17.7611, pressure: 1003.4
T: 1721.41, temp: 17.7611, pressure: 1003.44
T: 1722.42, temp: 17.7561, pressure: 1003.43
T: 1723.42, temp: 17.7734, pressure: 1003.43
T: 1724.48, temp: 17.7635, pressure: 1003.47
T: 1725.48, temp: 17.7586, pressure: 1003.45
T: 1726.48, temp: 17.7686, pressure: 1003.45
T: 1727.72, temp: 17.766, pressure: 1003.46
T: 1728.73, temp: 17.7635, pressure: 1003.46
T: 1730.42, temp: 17.7635, pressure: 1003.41
T: 1731.48, temp: 17.7611, pressure: 1003.44
T: 1732.52, temp: 17.7611, pressure: 1003.45
T: 1733.74, temp: 17.7611, pressure: 1003.44
T: 1734.91, temp: 17.766, pressure: 1003.46
T: 1736.42, temp: 17.7611, pressure: 1003.42
T: 1737.48, temp: 17.7635, pressure: 1003.42
T: 1738.48, temp: 17.766, pressure: 1003.43
T: 1739.53, temp: 17.7635, pressure: 1003.38
T: 1740.74, temp: 17.7734, pressure: 1003.42
T: 1741.76, temp: 17.7686, pressure: 1003.42
T: 1742.79, temp: 17.776, pressure: 1003.43
T: 1743.8, temp: 17.776, pressure: 1003.44
T: 1745.42, temp: 17.7635, pressure: 1003.43
T: 1746.48, temp: 17.7611, pressure: 1003.45
T: 1747.5, temp: 17.7709, pressure: 1003.46
T: 1748.73, temp: 17.7686, pressure: 1003.42
T: 1749.91, temp: 17.7686, pressure: 1003.44
T: 1751.41, temp: 17.766, pressure: 1003.44
T: 1752.42, temp: 17.7611, pressure: 1003.47
T: 1753.48, temp: 17.7686, pressure: 1003.45
T: 1754.54, temp: 17.7686, pressure: 1003.43
T: 1755.73, temp: 17.7686, pressure: 1003.48
T: 1756.77, temp: 17.7709, pressure: 1003.46
T: 1757.8, temp: 17.776, pressure: 1003.47
T: 1759.08, temp: 17.766, pressure: 1003.46
T: 1760.42, temp: 17.766, pressure: 1003.42
T: 1761.48, temp: 17.766, pressure: 1003.44
T: 1762.72, temp: 17.7635, pressure: 1003.43
T: 1763.73, temp: 17.766, pressure: 1003.42
T: 1765.42, temp: 17.7783, pressure: 1003.43
T: 1766.42, temp: 17.776, pressure: 1003.41
T: 1767.48, temp: 17.776, pressure: 1003.43
T: 1768.49, temp: 17.766, pressure: 1003.46
T: 1769.54, temp: 17.7734, pressure: 1003.45
T: 1770.73, temp: 17.776, pressure: 1003.44
T: 1771.76, temp: 17.7709, pressure: 1003.46
T: 1772.8, temp: 17.7734, pressure: 1003.44
T: 1773.82, temp: 17.7686, pressure: 1003.4
T: 1775.42, temp: 17.7783, pressure: 1003.46
T: 1776.48, temp: 17.776, pressure: 1003.45
T: 1777.48, temp: 17.776, pressure: 1003.42
T: 1778.49, temp: 17.7686, pressure: 1003.46
T: 1779.55, temp: 17.7709, pressure: 1003.42
T: 1780.73, temp: 17.766, pressure: 1003.49
T: 1781.77, temp: 17.766, pressure: 1003.44
T: 1782.79, temp: 17.7809, pressure: 1003.47
T: 1783.79, temp: 17.776, pressure: 1003.45
T: 1785.41, temp: 17.766, pressure: 1003.44
T: 1786.42, temp: 17.7686, pressure: 1003.43
T: 1787.48, temp: 17.7734, pressure: 1003.42
T: 1788.48, temp: 17.776, pressure: 1003.43
T: 1789.54, temp: 17.7857, pressure: 1003.43
T: 1790.72, temp: 17.7809, pressure: 1003.42
T: 1791.77, temp: 17.776, pressure: 1003.45
T: 1792.79, temp: 17.776, pressure: 1003.46
T: 1794.07, temp: 17.7734, pressure: 1003.48
T: 1795.42, temp: 17.7686, pressure: 1003.48
T: 1796.42, temp: 17.776, pressure: 1003.43
T: 1797.47, temp: 17.7809, pressure: 1003.44
T: 1798.49, temp: 17.7783, pressure: 1003.46
T: 1799.54, temp: 17.776, pressure: 1003.44
T: 1800.73, temp: 17.7809, pressure: 1003.46
T: 1801.76, temp: 17.7709, pressure: 1003.45
T: 1802.79, temp: 17.7832, pressure: 1003.42
T: 1804.08, temp: 17.776, pressure: 1003.47
T: 1805.41, temp: 17.7709, pressure: 1003.46
T: 1806.42, temp: 17.776, pressure: 1003.46
T: 1807.42, temp: 17.7883, pressure: 1003.48
T: 1808.42, temp: 17.7809, pressure: 1003.47
T: 1809.48, temp: 17.7883, pressure: 1003.46
T: 1810.72, temp: 17.776, pressure: 1003.46
T: 1811.76, temp: 17.776, pressure: 1003.43
T: 1812.79, temp: 17.7709, pressure: 1003.46
T: 1813.8, temp: 17.7783, pressure: 1003.48
T: 1815.41, temp: 17.7686, pressure: 1003.45
T: 1816.41, temp: 17.7783, pressure: 1003.44
T: 1817.42, temp: 17.7783, pressure: 1003.47
T: 1818.48, temp: 17.7783, pressure: 1003.44
